fp_bucket,down_idx,ytg_bucket,score_diff_bucket,quarter_idx,mean_gain,gain_std,p_turnover,p_penalty_gain,p_penalty_loss,p_pass,count
0,0,1,0,2,2.679660270756136,3.51619629196613,0.013634112338114979,0.018215504274131416,0.0,0.425973144513336,144
0,0,1,0,3,2.6336735117770056,3.7436562041373445,0.02585610036418018,0.005968123848955232,0.0,0.6445089106443082,207
0,0,1,1,0,2.4990525488746127,2.9606423772611166,0.02366894671165134,0.009959791098581135,0.0,0.32882331191939734,104
0,0,1,1,1,2.9400597140961455,3.327201567424233,0.01544499065082333,0.01073647385246396,0.0,0.3501643645575728,186
0,0,1,1,2,2.6509752691562682,3.0684331676825627,0.010411505022748773,0.00337853056443984,0.0,0.35847335465561514,108
0,0,1,1,3,2.5039178556270203,3.4060572689240254,0.016720265108230763,0.007035815730190342,0.0,0.3744898625485651,168
0,0,1,2,0,2.9071786386200333,3.1175620089043905,0.005238910170682503,0.011254165061087564,0.0,0.33642926762925857,264
0,0,1,2,1,2.6176553419186357,3.282027699802002,0.011834660385570548,0.003840344094830897,0.0,0.37869633119127477,89
0,0,1,2,2,2.720601028074338,3.113144176980351,0.007166864373270068,0.028153420324238832,0.0,0.3404310003954132,40
0,0,1,2,3,2.3206010280743374,3.1613653330848632,0.01827797548438118,0.01704230921312772,0.0,0.28487544483985766,40
0,0,1,3,0,2.423784104389086,3.0687431083442536,0.00537514827995255,0.004448398576512455,0.0,0.3969899169632266,70
0,0,1,3,1,2.4174745367529757,3.2095807415011652,0.0114009387654927,0.015231930298196097,0.0,0.3475809915327034,182
0,0,1,3,2,2.6610627070806236,3.4427000523739943,0.011344950300650386,0.010577985028837895,0.0,0.3078537243833599,95
0,0,1,3,3,2.8251806989235426,2.832015399024381,0.01642868194779072,0.015737936827214253,0.0,0.2896819256868769,111
0,0,1,4,0,2.670074409576189,2.8635642126552705,0.0117275962471692,0.009705596894208994,0.0,0.37525072791976705,5
0,0,1,4,1,2.8151036215197824,3.1278502733381193,0.019448660247016955,0.018630939920452165,0.0,0.4017558090851999,86
0,0,1,4,2,3.5118852085044256,3.384335778446906,0.004134729446117346,0.016242357879368556,0.0,0.337428141253764,106
0,0,1,4,3,2.766593561201688,3.056572671983993,0.003750103451129686,0.003103533890590085,0.0,0.26534180253248363,122
0,1,0,0,0,1.4824324324324325,2.043961295567452,0.009725634725634726,0.006654381654381655,0.0,0.4506347256347256,10
0,1,0,0,1,1.3988857278330964,2.1971629242932895,0.015717272296219664,0.010523082891503943,0.0,0.4782372085003664,178
0,1,0,0,2,1.3218048557031608,2.5284719871781816,0.01942177154041561,0.010166368217215675,0.0,0.4111783200766252,186
0,1,0,0,3,1.3369268144549042,2.5804883184054908,0.0016391519200507965,0.003930513761974436,0.0,0.5450507964552909,306
0,1,0,1,0,1.6492059069378657,2.655562179560194,0.003007928265660224,0.002058056181767522,0.0,0.4280313584437296,144
0,1,0,1,1,1.3948783037180825,2.4457423282753874,0.012661707413088627,0.006627798064262152,0.0,0.408944982149402,312
0,1,0,1,2,1.1926190149540403,2.4842435159646925,0.013114406515421742,0.0071028573566644625,0.0,0.3555232666907794,147
0,1,0,1,3,1.5014717687985015,2.487404748494816,0.025028178493525028,0.011218689436511218,0.0,0.4588715628319589,253
0,1,0,2,0,1.4366573470021746,2.1930379806140134,0.008238018582846169,0.012412098618995173,0.0,0.4046852495128357,385
0,1,0,2,1,1.2991761815291225,2.128342344063498,0.008468118093786543,0.0021350957179834184,0.0,0.48683467132665,137
0,1,0,2,2,1.355700528114321,2.74518415339227,0.01820158716710441,0.004589228727159761,0.0,0.41423084526532805,37
0,1,0,2,3,1.2636409994900561,3.1163060883622515,0.005505076259793241,0.003766631125121691,0.0,0.3965856937555051,56
0,1,0,3,0,1.524097524097524,2.3187448846546705,0.0180666998848817,0.0027920482465937013,0.0,0.3569096750914933,93
0,1,0,3,1,1.3520312765595786,2.0916283518003116,0.00812433359603171,0.02012346823667578,0.0,0.4372266777927155,268
0,1,0,3,2,1.3799268018018018,2.151953996579914,0.01345592751842752,0.002079494266994267,0.0,0.36999001842751844,142
0,1,0,3,3,1.4997565132700268,2.507190800867438,0.007133054430351728,0.0017984815282112581,0.0,0.36503641233370965,172
0,1,0,4,0,1.6776061776061777,1.7224014243685084,0.01042032292032292,0.00712969462969463,0.0,0.42925149175149174,6
0,1,0,4,1,1.623914823914824,3.0486270058667526,0.003536594445685354,0.008480381207653936,0.0,0.44265505174596087,115
0,1,0,4,2,1.5486192714453584,2.1455300727346236,0.01947575045401132,0.013039472278602714,0.0,0.3806417583591497,134
0,1,0,4,3,1.404204204204204,2.385299807658105,0.015926835926835928,0.006218946218946219,0.0,0.30683592683592686,175
0,1,1,0,0,2.4429410960776274,0.0,0.019816864835315022,0.011616782834495012,0.0,0.6719967199671997,4
0,1,1,0,1,2.651467992940799,3.882158400446052,0.009305310444408793,0.0054548371570672235,0.0,0.6285897641585112,65
0,1,1,0,2,2.519350553505535,3.5801253186581747,0.04056088560885609,0.021018450184501845,0.0,0.7143025830258303,75
0,1,1,0,3,2.404038310046022,4.189882827745451,0.022865790455657366,0.014760147601476014,0.0,0.7375720386417348,128
0,1,1,1,0,2.837322087506589,3.194270965864825,0.02923914953435249,0.005974345457740292,0.0,0.6694078369355123,55
0,1,1,1,1,2.6927534919520975,4.034381317741368,0.031104973626423383,0.009983474067869513,0.0,0.7011522875964956,113
0,1,1,1,2,2.350928274907749,2.884876223083206,0.016172739852398525,0.012713330258302583,0.0,0.6350611162361623,78
0,1,1,1,3,2.322271007520202,4.366030091606893,0.019431080386753233,0.003970292867485637,0.0,0.6853659675837265,108
0,1,1,2,0,3.042121378660595,3.6797943544525746,0.016330376069718145,0.01397503336735495,0.0,0.6398288450969616,138
0,1,1,2,1,2.7380073800738005,3.9812401615631927,0.02765865496492803,0.005651407865430005,0.0,0.5701605664705296,61
0,1,1,2,2,2.3687509477834507,3.953784398167618,0.014659050700096045,0.00859323661729768,0.0,0.688874286003134,23
0,1,1,2,3,2.692250922509225,3.1358146203711295,0.014268142681426817,0.00836408364083641,0.0,0.5905043050430505,25
0,1,1,3,0,2.493613397672438,4.1075480787827905,0.03373748023194518,0.017882486517172867,0.0,0.6075584931673493,41
0,1,1,3,1,2.613560346129777,3.906147588189194,0.00625795731641527,0.00951641095358322,0.0,0.6566539349604023,121
0,1,1,3,2,2.5471201668538423,3.2792324383329987,0.026696614792234882,0.014150489330980266,0.0,0.6720680250280764,65
0,1,1,3,3,2.6629983998955034,4.067278541765135,0.027169121248734614,0.02325049799170558,0.0,0.5866179015772459,63
0,1,1,4,0,2.8133114664479977,3.4641016151377544,0.019816864835315022,0.011616782834495012,0.0,0.6719967199671997,4
0,1,1,4,1,2.6216206039611416,3.207302726613414,0.0211235785827246,0.006401084419007456,0.0,0.6355900293696815,48
0,1,1,4,2,3.1487740111045968,3.3426873765345015,0.019346828982308516,0.015208469841707763,0.0,0.6008207745628859,57
0,1,1,4,3,2.743750520211969,3.351220496000259,0.01556474211358655,0.027272979496712257,0.0,0.4908858863024721,83
0,2,0,0,0,1.4135752140236446,1.8618986725025255,0.02074719002970124,0.025500844447032787,0.0,0.5591040125793489,6
0,2,0,0,1,1.323112288807356,2.8628873591197674,0.01756579245368483,0.007933596050187978,0.0,0.5961656928024641,130
0,2,0,0,2,1.6098335865101903,2.7883817303982257,0.023250517551191452,0.007977917815831487,0.0,0.593909635220355,129
0,2,0,0,3,1.245110262720161,3.6553997687764315,0.029787746867384196,0.0015622163833351682,0.0,0.6252183383373852,224
0,2,0,1,0,1.5312765905055308,2.8385760364409434,0.021220420413847446,0.0028728005975425237,0.0,0.6195290248620372,99
0,2,0,1,1,1.3148578999475862,2.495673111502382,0.022006580863083106,0.0122430260322637,0.0,0.6403922310872984,230
0,2,0,1,2,1.3851232438129517,2.7731607854794125,0.019279528302824814,0.0026100444453282692,0.0,0.5811574677100215,114
0,2,0,1,3,1.4280350939543764,3.2063311612065757,0.026332660861808844,0.010376270465956563,0.0,0.6466231824976221,184
0,2,0,2,0,1.1732583908932692,3.0341206532507448,0.028787089636439854,0.009711182121908885,0.0,0.6014442626188203,303
0,2,0,2,1,1.7972852591686672,2.7179156787997742,0.019517547170760922,0.021160785734776765,0.0,0.6500606463237255,112
0,2,0,2,2,1.2421361598043212,3.3476359818036765,0.02882456855551026,0.005707297187117815,0.0,0.630797662725914,25
0,2,0,2,3,1.739419533838098,3.2335325800583767,0.03069750137537155,0.004155798922658603,0.0,0.6340759680043062,53
0,2,0,3,0,1.779147110985676,3.465472257098857,0.009930278988574954,0.012205532384904582,0.0,0.6265796983285772,67
0,2,0,3,1,1.122196909746369,3.11329971297683,0.01632095153593439,0.0056001854471915136,0.0,0.5972934302135041,205
0,2,0,3,2,1.410471221378014,3.648010106420919,0.007797601621901137,0.016295619389488834,0.0,0.6463746624459298,99
0,2,0,3,3,1.2826531048912932,3.4173575105142615,0.03404332951195177,0.007889764027811249,0.0,0.554197926543887,131
0,2,0,4,0,1.4838502304870018,5.656854249492381,0.022343127724293643,0.008231678635266079,0.0,0.6021120135469912,2
0,2,0,4,1,1.3320016306563391,2.3243346672907537,0.04739878955125592,0.010984979146414123,0.0,0.602383266957258,80
0,2,0,4,2,1.4716353724530986,2.6266510313679525,0.00759374275596908,0.0027976946995675557,0.0,0.6164040830355787,103
0,2,0,4,3,1.3630928115233045,3.3968551422008266,0.024936437882431255,0.006898779174076503,0.0,0.4942503608910316,157
0,2,1,0,0,2.2668895460974667,3.898717737923586,0.036003600360036005,0.007715057220007714,0.0,0.8997042561398997,5
0,2,1,0,1,2.554271753705983,3.752302237263421,0.0387038703870387,0.005510755157148368,0.0,0.9023861569830453,27
0,2,1,0,2,2.0265240102510957,3.8490131151743707,0.019605920988138417,0.01410225888218242,0.0,0.9156805355217275,51
0,2,1,0,3,2.4349916018387554,4.244229790372633,0.06234529702970297,0.018940063649222065,0.0,0.8709666725601131,78
0,2,1,1,0,2.228478425141927,4.1584239945653785,0.040824630408246305,0.005812714343841429,0.0,0.8833388231191025,23
0,2,1,1,1,2.496789250353607,4.272790036250032,0.019801980198019802,0.004243281471004243,0.0,0.8948373408769448,50
0,2,1,1,2,1.7755676319511653,4.2083370837067,0.052423137050547165,0.0044666120747413095,0.0,0.9314077272388893,45
0,2,1,1,3,1.4703475449585774,4.960446406959701,0.07125176803394626,0.0037886441705395025,0.0,0.8971761972115578,62
0,2,1,2,0,2.2204869837633114,3.82920052490853,0.041158661320677525,0.020035769810747308,0.0,0.9130887114685495,71
0,2,1,2,1,2.529848288155626,4.441094477502451,0.027126000271260005,0.005812714343841429,0.0,0.9107360833930751,23
0,2,1,2,2,2.229358203677511,3.2208114464566804,0.06219059405940594,0.00663012729844413,0.0,0.8669333451202262,14
0,2,1,2,3,2.194648750589345,6.640783086353596,0.03300330033003301,0.007072135785007073,0.0,0.8913955681282414,10
0,2,1,3,0,2.176096181046676,6.054585754451634,0.027502750275027504,0.005893446487505893,0.0,0.8817185289957568,22
0,2,1,3,1,2.451083403658493,4.246456825039249,0.025043680838672103,0.003565782748743061,0.0,0.8864179335100377,69
0,2,1,3,2,2.45163196247292,4.525516055269549,0.03772402556711368,0.005371242368359802,0.0,0.9175156213632213,29
0,2,1,3,3,2.140709940185068,4.517222933429679,0.035906000238578074,0.005112387314462943,0.0,0.8492016155143913,33
0,2,1,4,0,2.3466455889286406,4.373942550699263,0.03882741215298,0.008320159747067143,0.0,0.891837923288127,1
0,2,1,4,1,2.389034821849532,4.910609126822754,0.03547854785478548,0.01695628746548124,0.0,0.9343301677106486,34
0,2,1,4,2,1.7823856671381424,4.698581346179575,0.03973597359735974,0.005657708628005658,0.0,0.8997831211692598,25
0,2,1,4,3,2.278575588651302,3.8431429714700522,0.03506115317414095,0.004992095848240286,0.0,0.7468674598552292,35
0,3,0,0,0,0.9023076923076923,6.363961030678928,0.057692307692307696,0.00923076923076923,0.0,0.556923076923077,2
0,3,0,0,1,1.274942528735632,1.9947378221157233,0.034482758620689655,0.017011494252873564,0.0,0.5857471264367816,37
0,3,0,0,2,1.1345833333333333,3.5400401209549894,0.05208333333333333,0.004999999999999999,0.0,0.5933333333333333,46
0,3,0,0,3,1.4817021276595745,2.9809734460747364,0.03546099290780142,0.01049645390070922,0.0,0.6380141843971632,91
0,3,0,1,0,1.11,3.3367947395965394,0.041666666666666664,0.006666666666666666,0.0,0.5133333333333333,22
0,3,0,1,1,0.738018018018018,3.0301761026571965,0.03603603603603604,0.0043243243243243235,0.0,0.5401801801801802,61
0,3,0,1,2,0.7767901234567902,3.480514113550419,0.04938271604938271,0.0059259259259259265,0.0,0.5674074074074074,31
0,3,0,1,3,1.0775652173913044,4.508432270586033,0.052173913043478265,0.021565217391304348,0.0,0.6431304347826087,65
0,3,0,2,0,1.1308771929824561,2.7013646610085855,0.03508771929824561,0.004210526315789474,0.0,0.5084210526315789,64
0,3,0,2,1,1.0274285714285716,1.0563093645728086,0.05714285714285715,0.021142857142857144,0.0,0.47085714285714286,20
0,3,0,2,2,1.271272727272727,3.03315017762062,0.03636363636363636,0.008727272727272726,0.0,0.5083636363636364,5
0,3,0,2,3,1.2128571428571429,3.03315017762062,0.053571428571428575,0.008571428571428572,0.0,0.5528571428571429,6
0,3,0,3,0,1.0141538461538462,1.3451854182690983,0.030769230769230767,0.007384615384615384,0.0,0.49169230769230765,15
0,3,0,3,1,1.1751851851851853,2.111315408121459,0.018518518518518517,0.013703703703703704,0.0,0.5181481481481481,58
0,3,0,3,2,1.0734328358208955,4.5479471775089655,0.029850746268656716,0.00716417910447761,0.0,0.4919402985074627,17
0,3,0,3,3,1.0922666666666667,1.3379088160259651,0.026666666666666672,0.0064,0.0,0.45280000000000004,25
0,3,0,4,1,0.9503225806451613,1.864744681524183,0.03225806451612903,0.007741935483870967,0.0,0.4993548387096774,12
0,3,0,4,2,1.256,1.5355437918998287,0.04285714285714286,0.006857142857142857,0.0,0.49942857142857144,20
0,3,0,4,3,1.345128205128205,1.8584142981864145,0.05128205128205128,0.006153846153846153,0.0,0.44820512820512814,28
0,3,1,0,2,1.6451451451451453,6.13052471924984,0.025025025025025027,0.0,0.0,0.974974974974975,4
0,3,1,0,3,1.8171921921921923,6.221906557649448,0.01876876876876877,0.0,0.0,0.9812312312312312,22
0,3,1,1,3,1.7842268498006204,4.9689947767037435,0.038546743464776254,0.0,0.0,0.9614532565352237,11
1,0,0,0,1,3.510302197802198,3.488074922742725,0.0,0.0,0.0,0.3440934065934066,6
1,0,0,0,2,3.9366096866096867,5.377421934967226,0.0,0.0,0.0,0.3938746438746439,4
1,0,0,0,3,3.846853146853147,5.718391382198319,0.0,0.0,0.0,0.3503496503496503,5
1,0,0,1,0,3.7089985486211905,3.5118845842842465,0.0,0.0,0.0,0.3824383164005805,3
1,0,0,1,1,3.9551282051282053,4.69041575982343,0.0,0.0,0.0,0.3938746438746439,4
1,0,0,1,2,3.645710059171598,5.656854249492381,0.0,0.0,0.0,0.35133136094674555,2
1,0,0,1,3,3.638763197586727,4.294714208855649,0.0,0.0,0.0,0.37782805429864247,1
1,0,0,2,0,3.536437246963563,4.347960660443228,0.0,0.0,0.0,0.33805668016194335,7
1,0,0,2,1,3.568786982248521,0.0,0.0,0.0,0.0,0.389792899408284,2
1,0,0,2,3,3.854449472096531,4.294714208855649,0.0,0.0,0.0,0.37782805429864247,1
1,0,0,3,1,3.621794871794872,1.0,0.0,0.0,0.0,0.3383190883190883,4
1,0,0,3,2,3.935413642960813,6.8068592855540455,0.0,0.0,0.0,0.34470246734397675,3
1,0,0,3,3,3.7226331360946747,0.0,0.0,0.0,0.0,0.35133136094674555,2
1,0,0,4,1,3.7143874643874644,0.49999999999999994,0.0,0.0,0.0,0.3938746438746439,4
1,0,0,4,2,3.638763197586727,4.294714208855649,0.0,0.0,0.0,0.37782805429864247,1
1,0,0,4,3,3.5580551523947754,2.6457513110645907,0.0,0.0,0.0,0.34470246734397675,3
1,0,1,0,0,4.075299004637982,4.674747144987118,0.007040580143803849,0.0247344381177009,0.0,0.4608191714997316,24
1,0,1,0,1,4.548541785478482,5.376588188841979,0.012488958371937803,0.010581072985386372,0.0,0.46436634997508325,312
1,0,1,0,2,4.248951290056889,5.28271871641476,0.011080889535885992,0.014290069658602614,0.0,0.47573681051710814,358
1,0,1,0,3,4.306621343647497,5.7662282353815835,0.013855289318116236,0.014358290114975393,0.0,0.7123587295788294,565
1,0,1,1,0,4.156464661735747,5.7641453069911375,0.01345536586500442,0.020328417918779363,0.0,0.4169661270564885,286
1,0,1,1,1,3.9634959562916703,5.470464116839747,0.007701878927838986,0.02356107056338989,0.0,0.4448051425740718,537
1,0,1,1,2,4.15660996348452,5.1732474337884735,0.009414446338613595,0.012915370108849909,0.0,0.3371674296550271,324
1,0,1,1,3,3.8786010402039737,5.324059920313415,0.008934788400477242,0.019427566048833726,0.0,0.4586968748833599,456
1,0,1,2,0,4.295287138234147,4.8566866919997755,0.010772443654414014,0.01622041519685192,0.0,0.36422328532361586,741
1,0,1,2,1,4.490524680722364,5.683529287596772,0.02433981530951937,0.015632195536277885,0.0,0.46634504430737905,259
1,0,1,2,2,4.500534269208968,5.597668582313799,0.01126668837512211,0.013558136449702714,0.0,0.46741199030355657,85
1,0,1,2,3,3.9276716857165237,4.887803145744943,0.0032974869027942084,0.024242711523480166,0.0,0.2727887258922793,108
1,0,1,3,0,4.550471530282667,5.062155080558536,0.0058725981878049605,0.010927986180346974,0.0,0.39034987911575336,209
1,0,1,3,1,4.048845820483844,4.938843868940801,0.006472431857796847,0.014394022832187254,0.0,0.4431996667113606,494
1,0,1,3,2,4.747153761788989,5.099343779632063,0.0077331378240536345,0.0240194736831591,0.0,0.3530693824876691,276
1,0,1,3,3,3.8355255974575986,4.715592430280558,0.01341543896332785,0.01730073715344174,0.0,0.2525240910711577,287
1,0,1,4,0,4.372304944594101,4.396968652757639,0.007893983797598255,0.01258103667742222,0.0,0.3954639195603051,16
1,0,1,4,1,3.8506060786732768,5.033742204468745,0.0159190244036672,0.009966015565879812,0.0,0.46162189679922583,234
1,0,1,4,2,3.969290313821533,4.54179346614364,0.00821173593042829,0.022248691924136373,0.0,0.37166325306508186,257
1,0,1,4,3,3.8092640833604685,4.620631674664477,0.004178579479784299,0.01327018796898315,0.0,0.18708961178840697,314
1,0,2,0,0,3.4778404512489924,5.520113948698263,0.0067150147730325,0.0067150147730325,0.0,0.59709911361805,1
1,0,2,0,1,3.5147434409101463,4.156654637779975,0.005804504295333178,0.005804504295333178,0.0,0.6178314371952635,9
1,0,2,0,2,3.5703611457036115,2.449489742783178,0.0062266500622665,0.0062266500622665,0.0,0.5718555417185555,5
1,0,2,0,3,3.082613277133825,8.2010452295511,0.005268703898840884,0.005268703898840884,0.0,0.6838777660695469,15
1,0,2,1,0,3.488330796549975,4.760952285695233,0.006341958396752917,0.006341958396752917,0.0,0.5824454591577879,4
1,0,2,1,1,3.8210748155953635,5.239956379316802,0.005268703898840884,0.005268703898840884,0.0,0.5915700737618546,15
1,0,2,1,2,3.547046934650797,4.105428778403719,0.005614192679092746,0.005614192679092746,0.0,0.5811812261396812,11
1,0,2,1,3,3.4887475538160473,3.763863263545405,0.00611545988258317,0.00611545988258317,0.0,0.6330724070450098,6
1,0,2,2,0,3.8495291095890414,6.336706254344299,0.005351027397260274,0.020976027397260275,0.0,0.5695633561643836,14
1,0,2,2,1,3.821664129883308,5.802298395176404,0.006341958396752917,0.006341958396752917,0.0,0.5824454591577879,4
1,0,2,2,2,3.4301896733403585,1.4142135623730951,0.006585879873551107,0.006585879873551107,0.0,0.5856164383561645,2
1,0,2,2,3,3.795574288724974,0.7071067811865476,0.006585879873551107,0.006585879873551107,0.0,0.5856164383561645,2
1,0,2,3,0,3.4801730353280464,7.128079952520442,0.00600817111271329,0.00600817111271329,0.0,0.5868781542898343,7
1,0,2,3,1,3.5207555002075552,6.099180272790762,0.00518887505188875,0.00518887505188875,0.0,0.5826068908260689,16
1,0,2,3,2,3.213273500236183,4.5591352563522705,0.005904581955597543,0.005904581955597543,0.0,0.5767595654227681,8
1,0,2,3,3,3.533997509339975,4.39317652729776,0.024408468244084686,0.0062266500622665,0.0,0.5536737235367373,5
1,0,2,4,1,3.6731554914683975,7.761320457119087,0.00600817111271329,0.00600817111271329,0.0,0.6044220139389571,7
1,0,2,4,2,3.3772196854388636,1.9148542155126764,0.006341958396752917,0.006341958396752917,0.0,0.5824454591577879,4
1,0,2,4,3,3.3503256231753875,4.083225106790865,0.005614192679092746,0.005614192679092746,0.0,0.5156074556478779,11
1,0,3,0,1,5.311627906976744,7.463243262818116,0.06046511627906977,0.0,0.0,0.6858350951374207,5
1,0,3,0,2,5.06155950752394,6.469452882431917,0.045599635202918376,0.0,0.0,0.6808025535795713,1
1,0,3,0,3,5.175760286225403,7.7781745930520225,0.044722719141323794,0.0,0.0,0.6869409660107334,2
1,0,3,1,0,5.206287683031869,7.22841614740048,0.043066322136089574,0.0,0.0,0.6614987080103358,4
1,0,3,1,1,4.716777408637874,2.0,0.059385382059800665,0.0,0.0,0.6735880398671096,6
1,0,3,1,2,5.06155950752394,6.469452882431917,0.045599635202918376,0.0,0.0,0.6611947104423164,1
1,0,3,1,3,5.530934620447565,6.506407098647712,0.04387889425186485,0.0,0.0,0.6551118911803422,3
1,0,3,2,0,5.021914132379249,4.949747468305833,0.044722719141323794,0.0,0.0,0.6677101967799642,2
1,0,3,2,1,5.214221824686941,0.7071067811865476,0.044722719141323794,0.0,0.0,0.6869409660107334,2
1,0,3,2,2,5.316461468308254,6.469452882431917,0.045599635202918376,0.0,0.0,0.6808025535795713,1
1,0,3,2,3,5.041951664386685,6.469452882431917,0.045599635202918376,0.0,0.0,0.6808025535795713,1
1,0,3,3,0,5.291144901610018,4.949747468305833,0.044722719141323794,0.0,0.0,0.6869409660107334,2
1,0,3,3,1,4.967923015236568,6.923046397979103,0.040096230954290296,0.0,0.0,0.6848436246992782,8
1,0,3,3,2,4.963520291837666,6.469452882431917,0.045599635202918376,0.0,0.0,0.6611947104423164,1
1,0,3,3,3,5.159598723210214,6.469452882431917,0.045599635202918376,0.0,0.0,0.6611947104423164,1
1,0,3,4,1,5.394892840857273,6.469452882431917,0.045599635202918376,0.0,0.0,0.6808025535795713,1
1,0,3,4,2,5.375284997720018,6.469452882431917,0.045599635202918376,0.0,0.0,0.6808025535795713,1
1,0,3,4,3,5.159598723210214,6.469452882431917,0.045599635202918376,0.0,0.0,0.6611947104423164,1
1,1,0,0,0,4.165392240158595,1.5811388300841898,0.007929764939110732,0.011328235627301047,0.0,0.32795242141036535,5
1,1,0,0,1,3.730299780399367,4.863633372023922,0.00357489402992697,0.005106991471324243,0.0,0.4593228129309024,72
1,1,0,0,2,4.022937579323872,4.725282141473312,0.0032306449751932616,0.04165224414445598,0.0,0.37064728279681547,85
1,1,0,0,3,4.852451000935977,5.3968283417225855,0.015408686419960045,0.016246874257854517,0.0,0.6055488034868615,173
1,1,0,1,0,4.321347887089487,4.818655875287677,0.0033292906232907657,0.004756129461843951,0.0,0.34379681814939,81
1,1,0,1,1,4.454079635020343,4.611273297228887,0.0023832626866179796,0.014333622729516708,0.0,0.38818242173535566,133
1,1,0,1,2,3.9148169781931466,4.304741865757171,0.011219820872274144,0.02049260124610592,0.0,0.28935455607476634,78
1,1,0,1,3,3.78048159250769,4.325033217716681,0.009032308626736417,0.0164971884245381,0.0,0.3209898313054723,109
1,1,0,2,0,4.191449484588304,4.811648607638643,0.009902996226223943,0.002532735607729909,0.0,0.3131600942177646,196
1,1,0,2,1,3.9921441148584584,4.462450172098455,0.029879452796966,0.005417851821752675,0.0,0.3481511580658269,65
1,1,0,2,2,3.9346209761163036,4.093490767873633,0.005815160955347872,0.008307372793354103,0.0,0.3338317757009346,25
1,1,0,2,3,3.514428594851615,3.45609828920061,0.018896540416461716,0.008198065256599442,0.0,0.368912936546975,26
1,1,0,3,0,3.4805772776400277,3.7558465062783655,0.014654459914807044,0.006357683260219976,0.0,0.3269120732405112,48
1,1,0,3,1,4.116913085760438,4.708752390735779,0.012889614135720056,0.024460597669320412,0.0,0.3705681649606883,139
1,1,0,3,2,4.397492340567957,5.010813257045396,0.0036044386086866967,0.005149198012409566,0.0,0.3474163898972735,71
1,1,0,3,3,4.148035451230409,5.258368394228909,0.003380907532178995,0.00482986790311285,0.0,0.2250959936245744,79
1,1,0,4,0,4.171633456768354,7.810249675906654,0.008229001351907366,0.011755716217010522,0.0,0.3591959090107565,3
1,1,0,4,1,4.782696120079297,5.361797278571542,0.003964882469555367,0.014755026904559616,0.0,0.4457943925233645,60
1,1,0,4,2,4.384138110072689,4.895195599625425,0.003634475597092419,0.013525441329179646,0.0,0.29197819314641743,70
1,1,0,4,3,4.299974986924983,4.630824283772804,0.003183482274825477,0.004547831821179253,0.0,0.21925097209905178,87
1,1,1,0,0,4.141177421502064,3.79585256984859,0.014263707422833345,0.010697780567125007,0.0,0.6566487894866968,18
